manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
Opel,Omega,mechanical,green,380000,1997,diesel,FALSE,diesel,2.5,universal,FALSE,owned,rear,"1,600.00",TRUE,Минская обл.,14,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59
Mazda,323,mechanical,silver,256000,1999,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,"1,500.00",FALSE,Витебская обл.,6,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2
Nissan,Primera,mechanical,black,383000,1998,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"1,400.00",FALSE,Минская обл.,6,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,82
Suzuki,Baleno,mechanical,silver,350000,1998,gasoline,FALSE,gasoline,1.3,sedan,FALSE,owned,front,"1,250.00",TRUE,Могилевская обл.,3,74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,180
Alfa Romeo,146,mechanical,other,299253,1997,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"1,075.59",FALSE,Минская обл.,10,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Mitsubishi,Colt,mechanical,silver,234000,1995,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,"1,000.00",FALSE,Минская обл.,6,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39
ВАЗ,2101,mechanical,other,22222,1976,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,rear,999,FALSE,Минская обл.,18,27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,314
Volkswagen,Golf,mechanical,brown,300000,1988,gasoline,FALSE,gasoline,1.3,universal,FALSE,owned,front,711.37,FALSE,Минская обл.,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19
Mitsubishi,Colt,mechanical,black,386021,1992,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,600,TRUE,Витебская обл.,9,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,24
Москвич,2140,mechanical,red,100000,1984,gas,TRUE,gasoline,1.5,sedan,FALSE,owned,rear,521.66,FALSE,Гродненская обл.,12,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
ВАЗ,21013,mechanical,orange,140000,1982,gasoline,FALSE,gasoline,1.3,sedan,FALSE,owned,rear,350.94,TRUE,Гомельская обл.,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80
Skoda,Kodiaq,automatic,white,0,2019,gasoline,FALSE,gasoline,2,suv,TRUE,new,all,"38,928.67",TRUE,Минская обл.,15,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26
Lexus,IS,automatic,blue,99649,2013,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,"21,333.00",TRUE,Минская обл.,34,37,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,56
Nissan,Patrol,automatic,black,190000,2010,gas,TRUE,gasoline,5.6,suv,FALSE,owned,all,"19,999.00",TRUE,Минская обл.,9,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60
BMW,X1,automatic,white,91012,2013,diesel,FALSE,diesel,2,suv,FALSE,owned,all,"17,850.00",TRUE,Минская обл.,18,12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20
BMW,535,automatic,black,147500,2010,gasoline,FALSE,gasoline,3,hatchback,FALSE,owned,rear,"17,700.00",TRUE,Минская обл.,11,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,156
Skoda,Rapid,automatic,red,0,2019,gasoline,FALSE,gasoline,1.4,sedan,TRUE,new,front,"17,381.68",TRUE,Минская обл.,15,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Mitsubishi,Pajero,automatic,black,237000,2008,diesel,FALSE,diesel,3.2,suv,FALSE,owned,all,"17,200.00",FALSE,Минская обл.,16,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,42
Audi,A4,automatic,black,177000,2015,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"16,699.00",TRUE,Минская обл.,19,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6
Mercedes-Benz,ML320,automatic,black,265000,2008,diesel,FALSE,diesel,3,universal,FALSE,owned,all,"14,500.00",FALSE,Минская обл.,5,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35
Kia,Sorento,automatic,grey,180000,2011,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,front,"14,399.00",FALSE,Минская обл.,4,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,35
Mercedes-Benz,S550,automatic,black,264000,2007,gasoline,FALSE,gasoline,5.5,sedan,FALSE,owned,all,"14,000.00",TRUE,Минская обл.,16,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44
Volkswagen,T5 Multivan,mechanical,other,232800,2007,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,"13,500.00",FALSE,Брестская обл.,7,32,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62
Porsche,Cayenne,automatic,black,184000,2007,gasoline,FALSE,gasoline,4.8,suv,FALSE,owned,all,"12,999.00",TRUE,Витебская обл.,22,66,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,156
Ford,Fusion,automatic,white,52000,2014,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,"12,500.00",FALSE,Витебская обл.,8,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83
Dodge,Caliber,mechanical,white,65983,2011,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,"9,000.00",TRUE,Витебская обл.,6,713,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1151
Volkswagen,Caddy,mechanical,red,223000,2009,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,"9,000.00",FALSE,Минская обл.,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,77
Mazda,6,mechanical,other,190,2008,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"8,150.00",FALSE,Минская обл.,6,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,5
Volkswagen,Polo Sedan,mechanical,silver,193800,2014,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"7,350.85",FALSE,Минская обл.,9,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60
Volkswagen,Touran,mechanical,black,230000,2007,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,"7,100.00",FALSE,Минская обл.,17,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,116
Renault,Master,automatic,white,360500,2005,diesel,FALSE,diesel,2.5,van,FALSE,owned,front,"6,600.00",FALSE,Гродненская обл.,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5
Honda,Civic,automatic,brown,199000,2009,hybrid-petrol,FALSE,gasoline,1.4,sedan,FALSE,owned,front,"6,550.00",FALSE,Минская обл.,5,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,68
Audi,A4,automatic,grey,178000,2005,gasoline,FALSE,gasoline,3.2,sedan,FALSE,owned,all,"6,500.00",TRUE,Минская обл.,8,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,90
Skoda,Rapid,mechanical,white,240000,2013,gasoline,FALSE,gasoline,1.2,liftback,FALSE,owned,front,"6,499.00",TRUE,Минская обл.,16,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
ВАЗ,2103,mechanical,blue,34000,1975,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,"5,500.00",FALSE,Минская обл.,12,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19
Hyundai,i20,mechanical,blue,97000,2009,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,"5,500.00",FALSE,Минская обл.,7,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,136
Mitsubishi,Galant,automatic,grey,236000,2004,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,"5,500.00",FALSE,Минская обл.,8,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,88
Mercedes-Benz,Vito,mechanical,blue,350000,1998,diesel,FALSE,diesel,2.3,minibus,FALSE,owned,front,"5,500.00",FALSE,Гродненская обл.,8,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,189
Nissan,Murano,automatic,silver,270000,2003,gasoline,FALSE,gasoline,3.5,suv,FALSE,owned,all,"4,999.00",FALSE,Минская обл.,5,8,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30
Mercedes-Benz,A180,mechanical,black,283000,2004,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,"4,500.00",TRUE,Гродненская обл.,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,89
Citroen,C4,mechanical,black,170000,2009,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"3,999.00",FALSE,Минская обл.,10,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6
Nissan,Primera,mechanical,silver,250000,2002,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"3,900.00",TRUE,Минская обл.,8,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130
Mercedes-Benz,C200,automatic,silver,222222,2002,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,rear,"3,700.00",TRUE,Минская обл.,15,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,22
Renault,Laguna,mechanical,silver,305000,2003,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,"3,650.00",TRUE,Минская обл.,11,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Ford,Mondeo,mechanical,silver,298000,2001,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"3,350.00",FALSE,Минская обл.,9,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57
Daewoo,Tacuma,mechanical,red,234000,2002,gas,TRUE,gasoline,1.8,minivan,FALSE,owned,front,"3,150.00",FALSE,Минская обл.,10,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82
Subaru,Forester,mechanical,green,197,1999,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,"3,000.00",TRUE,Витебская обл.,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6
Mazda,323,mechanical,blue,330000,1999,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,"3,000.00",FALSE,Минская обл.,20,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,84
Chrysler,Voyager,automatic,green,273588,1998,gasoline,FALSE,gasoline,3.3,minivan,FALSE,owned,front,"2,999.00",FALSE,Минская обл.,20,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,33
Peugeot,206,mechanical,blue,273000,2001,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,"2,500.00",FALSE,Минская обл.,6,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,87
Hyundai,Sonata,automatic,grey,280000,2000,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,"2,500.00",TRUE,Витебская обл.,7,46,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,82
Alfa Romeo,147,mechanical,green,236000,2002,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"2,400.00",FALSE,Минская обл.,8,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,91
Citroen,Xantia,mechanical,green,350000,2000,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"2,300.00",TRUE,Гродненская обл.,5,27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,149
Mercedes-Benz,E200,mechanical,green,560000,1995,diesel,FALSE,diesel,2,sedan,FALSE,owned,rear,"2,200.00",FALSE,Брестская обл.,6,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Lifan,Breez,mechanical,grey,160000,2008,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"1,990.00",TRUE,Могилевская обл.,11,59,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,75
Nissan,Micra,mechanical,silver,135032,2002,gasoline,FALSE,gasoline,1,hatchback,FALSE,owned,front,"1,700.00",FALSE,Минская обл.,7,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34
Nissan,Micra,mechanical,black,275000,2000,gasoline,FALSE,gasoline,1,coupe,FALSE,owned,front,"1,450.00",FALSE,Гомельская обл.,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Hyundai,Lantra,mechanical,red,311000,1996,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"1,250.00",TRUE,Минская обл.,26,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70
Ford,Escort,mechanical,green,200000,1997,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,"1,000.00",FALSE,Минская обл.,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111
Citroen,Xantia,mechanical,green,290000,1999,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,"1,000.00",TRUE,Гродненская обл.,3,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42
Mercedes-Benz,E250,mechanical,silver,300000,1993,diesel,FALSE,diesel,2.5,sedan,FALSE,emergency,rear,"1,000.00",FALSE,Гомельская обл.,4,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,288
Fiat,Palio,mechanical,black,260000,1998,gasoline,FALSE,gasoline,1.2,universal,FALSE,owned,front,900,TRUE,Витебская обл.,4,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Ford,Escort,mechanical,red,300000,1989,diesel,FALSE,diesel,1.8,hatchback,FALSE,owned,front,800,TRUE,Минская обл.,12,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Opel,Corsa,mechanical,white,356800,1995,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,777,TRUE,Минская обл.,5,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10
ГАЗ,24,mechanical,blue,300000,1983,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,rear,379.4,FALSE,Витебская обл.,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74
Renault,11,mechanical,red,200000,1983,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,350,FALSE,Гомельская обл.,1,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,157
Mazda,Xedos 9,automatic,white,150000,1997,gasoline,FALSE,gasoline,2.3,sedan,FALSE,emergency,front,222,TRUE,Минская обл.,2,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32
Geely,CK,mechanical,other,200000,2007,gasoline,FALSE,gasoline,1.5,sedan,FALSE,emergency,front,222,TRUE,Минская обл.,4,193,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,638
Toyota,Camry,automatic,blue,20000,2018,gasoline,FALSE,gasoline,3.5,liftback,FALSE,owned,front,"29,700.00",TRUE,Минская обл.,15,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,71
Audi,A8,automatic,black,167000,2012,diesel,FALSE,diesel,3,sedan,FALSE,owned,all,"25,950.00",TRUE,Минская обл.,29,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,144
Volvo,XC90,mechanical,black,215000,2009,diesel,FALSE,diesel,2.4,suv,FALSE,owned,all,"20,800.00",FALSE,Минская обл.,12,38,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60
BMW,530,mechanical,black,237000,2008,diesel,FALSE,diesel,3,sedan,FALSE,owned,rear,"17,500.00",FALSE,Минская обл.,3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16
Hyundai,Santa Fe,automatic,black,220000,2010,diesel,FALSE,diesel,2.2,suv,FALSE,owned,all,"16,000.00",TRUE,Минская обл.,7,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,59
BMW,630,automatic,white,172000,2008,gasoline,FALSE,gasoline,3,coupe,FALSE,owned,rear,"14,350.00",TRUE,Брестская обл.,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47
Honda,CR-V,automatic,grey,201168,2010,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,front,"13,400.00",FALSE,Минская обл.,13,201,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,466
Volvo,S80,automatic,brown,216000,2011,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,"13,400.00",TRUE,Минская обл.,10,12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,87
Ford,Escape,automatic,black,87000,2012,gasoline,FALSE,gasoline,1.6,suv,FALSE,owned,all,"12,500.00",FALSE,Минская обл.,5,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,14
Jaguar,XJ,automatic,green,195000,2001,gasoline,FALSE,gasoline,3.2,sedan,FALSE,owned,rear,"11,900.00",FALSE,Минская обл.,29,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0
Opel,Insignia,mechanical,black,92000,2013,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"11,500.00",FALSE,Минская обл.,13,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,150
Jaguar,XJ,automatic,red,311000,1998,gasoline,FALSE,gasoline,3.2,sedan,FALSE,owned,rear,"9,900.00",TRUE,Минская обл.,26,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6
BMW,330,automatic,blue,290000,2005,gasoline,FALSE,gasoline,3,hatchback,FALSE,owned,all,"9,000.00",TRUE,Брестская обл.,10,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,105
Volkswagen,T4 Caravelle,mechanical,silver,299800,2001,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,"8,600.00",TRUE,Брестская обл.,3,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9
Skoda,Octavia,mechanical,other,175000,2010,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,"8,300.00",TRUE,Минская обл.,5,10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,68
Seat,Alhambra,mechanical,silver,350000,2001,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,"8,000.00",FALSE,Брестская обл.,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72
Honda,Fit,automatic,red,179442,2009,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,"6,250.00",FALSE,Минская обл.,13,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,81
Volkswagen,Sharan,mechanical,blue,380000,2002,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,"6,000.00",FALSE,Гродненская обл.,16,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48
Audi,A4,mechanical,silver,243000,1997,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"5,000.00",FALSE,Минская обл.,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,58
Peugeot,207,mechanical,silver,123000,2008,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,"4,900.00",FALSE,Минская обл.,9,42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,129
Volkswagen,Sharan,mechanical,blue,200000,1999,gas,TRUE,gasoline,2,minivan,FALSE,owned,front,"4,700.00",FALSE,Брестская обл.,8,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,37
Audi,A6,automatic,silver,337000,2000,gasoline,FALSE,gasoline,2.8,sedan,FALSE,owned,all,"4,500.00",TRUE,Минская обл.,11,15,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,245
Skoda,Fabia,mechanical,silver,310713,2006,diesel,FALSE,diesel,1.4,universal,FALSE,owned,front,"4,000.00",FALSE,Минская обл.,13,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,67
Volkswagen,Passat,mechanical,other,370149,1999,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"3,900.00",TRUE,Витебская обл.,5,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,155
Opel,Zafira,mechanical,grey,330000,2001,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,"3,750.00",TRUE,Гомельская обл.,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59
Ford,Mondeo,mechanical,silver,319986,2002,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"3,650.00",TRUE,Минская обл.,17,32,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,55
Nissan,Almera,mechanical,silver,84000,2004,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,"3,300.00",FALSE,Брестская обл.,6,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18
Toyota,Yaris,mechanical,green,250000,2001,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,"3,100.00",TRUE,Минская обл.,4,80,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,316
BMW,520,mechanical,silver,440000,1996,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,"3,000.00",FALSE,Гомельская обл.,10,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51
Peugeot,406,mechanical,white,375000,2000,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"2,900.00",FALSE,Гомельская обл.,13,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,69
Iveco,Daily,mechanical,white,356666,1994,diesel,FALSE,diesel,2.5,van,FALSE,owned,rear,"2,699.00",FALSE,Гомельская обл.,7,26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54
Mercedes-Benz,C200,mechanical,other,556000,1997,gasoline,FALSE,gasoline,2,universal,FALSE,owned,rear,"2,350.00",TRUE,Минская обл.,6,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3
Mercedes-Benz,A160,mechanical,silver,312000,2000,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"2,300.00",TRUE,Минская обл.,16,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
Volkswagen,Gol,mechanical,white,180000,2004,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"2,200.00",FALSE,Минская обл.,10,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,220
Mazda,Protege,automatic,silver,350000,1999,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"2,000.00",FALSE,Гродненская обл.,6,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74
Subaru,Legacy,automatic,green,200000,1998,gas,TRUE,gasoline,1.8,universal,FALSE,owned,all,"1,950.00",FALSE,Брестская обл.,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66
Opel,Vectra,mechanical,blue,341000,1997,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"1,800.00",TRUE,Витебская обл.,16,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,148
Mazda,626,mechanical,other,300000,1995,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,"1,600.00",FALSE,Могилевская обл.,11,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,87
